total_timesteps,explained_variance,policy_entropy,fps,nupdates,value_loss
3728000,0.7569358348846436,1.1169531345367432,1338,46600,0.031103502959012985
3736000,0.7233587801456451,1.0969059467315674,1338,46700,0.04525583237409592
3744000,0.7462814748287201,1.0834734439849854,1338,46800,0.03155906870961189
3752000,0.8947309777140617,1.091400384902954,1338,46900,0.025638606399297714
3760000,0.568309098482132,1.023671269416809,1338,47000,0.026224341243505478
3768000,0.7434089183807373,1.0439695119857788,1338,47100,0.01959170028567314
3776000,0.8274022936820984,1.1118929386138916,1338,47200,0.014783540740609169
3784000,0.6299522221088409,0.9159737825393677,1338,47300,0.06164997071027756
3792000,0.8522532880306244,1.1363186836242676,1338,47400,0.007503727916628122
3800000,0.6480036377906799,1.0480417013168335,1338,47500,0.04928133636713028
3808000,0.6505337655544281,1.1456586122512817,1339,47600,0.025175224989652634
3816000,0.6998662948608398,1.1612383127212524,1339,47700,0.041019462049007416
3824000,0.8456556648015976,0.963392436504364,1339,47800,0.017575955018401146
3832000,0.7560921162366867,0.9838391542434692,1339,47900,0.018559837713837624
3840000,0.5677111148834229,0.9732673764228821,1339,48000,0.0346246138215065
3848000,0.6762113869190216,0.9313106536865234,1339,48100,0.06164487451314926
3856000,0.7622389793395996,1.00603449344635,1339,48200,0.056461405009031296
3864000,0.644100159406662,1.0087953805923462,1339,48300,0.018868733197450638
3872000,0.5134492218494415,0.9119394421577454,1339,48400,0.06949366629123688
3880000,0.8426777720451355,1.0066630840301514,1339,48500,0.03693106025457382
3888000,0.8680907934904099,1.0631191730499268,1339,48600,0.010496084578335285
3896000,0.6737875044345856,1.0203020572662354,1340,48700,0.03010271117091179
3904000,0.5929758846759796,1.0204790830612183,1340,48800,0.05098908394575119
3912000,0.6839613020420074,1.0336061716079712,1340,48900,0.03037678822875023
3920000,0.5762285888195038,1.0394796133041382,1340,49000,0.054167162626981735
3928000,0.893218994140625,1.1170055866241455,1340,49100,0.012253542430698872
3936000,0.7409236133098602,1.0643503665924072,1340,49200,0.010022054426372051
3944000,0.830825999379158,1.065222978591919,1340,49300,0.008891025558114052
3952000,0.8054834455251694,1.0742565393447876,1340,49400,0.01566341146826744
3960000,0.535824179649353,1.0420372486114502,1340,49500,0.04848797246813774
3968000,0.6048384010791779,0.922376275062561,1340,49600,0.03583052009344101
3976000,0.4849053621292114,0.9726709127426147,1340,49700,0.08087968081235886
3984000,0.4214605689048767,1.0411648750305176,1341,49800,0.06759621948003769
3992000,0.7973981201648712,0.9447838068008423,1341,49900,0.023171372711658478
4000000,0.8348160684108734,0.9375710487365723,1341,50000,0.011590794660151005
4008000,0.8057848364114761,1.0476001501083374,1341,50100,0.022521544247865677
4016000,0.8117216676473618,1.1053221225738525,1341,50200,0.015024970285594463
4024000,0.9268359392881393,1.1305649280548096,1341,50300,0.009683352895081043
4032000,0.7837480902671814,1.0378696918487549,1341,50400,0.01393767911940813
4040000,0.6219550371170044,0.7972124218940735,1341,50500,0.04961135983467102
4048000,0.8615711629390717,1.064907193183899,1341,50600,0.024565676227211952
4056000,0.7388794720172882,1.0266226530075073,1341,50700,0.018860969692468643
4064000,0.8151742815971375,1.0273761749267578,1341,50800,0.008026963099837303
4072000,0.6379990577697754,0.9774755239486694,1342,50900,0.07436848431825638
4080000,0.8442055881023407,1.0979095697402954,1342,51000,0.022479180246591568
4088000,0.8972768187522888,1.0666463375091553,1342,51100,0.017248807474970818
4096000,0.788503110408783,1.0659868717193604,1342,51200,0.03253135830163956
4104000,0.670101672410965,1.0131464004516602,1342,51300,0.06014988571405411
4112000,0.7315653860569,1.0317590236663818,1342,51400,0.019834797829389572
4120000,0.4123302102088928,0.9486387968063354,1342,51500,0.06803454458713531
4128000,0.7039004564285278,0.926666259765625,1342,51600,0.011025995947420597
4136000,0.7857541590929031,1.011655569076538,1342,51700,0.04631418734788895
4144000,0.9138127937912941,0.9307194948196411,1342,51800,0.015559826977550983
4152000,0.7478885054588318,0.9735175371170044,1342,51900,0.017673227936029434
