nupdates,fps,value_loss,policy_entropy,explained_variance,total_timesteps
74100,1344,0.006755875889211893,0.915528416633606,0.9103045165538788,5928000
74200,1344,0.20493945479393005,0.8827482461929321,0.6477563977241516,5936000
74300,1344,0.0111417006701231,0.8220838308334351,0.8698618561029434,5944000
74400,1345,0.016171570867300034,1.0586869716644287,0.8565906584262848,5952000
74500,1345,0.03156314045190811,0.9605488777160645,0.4624074697494507,5960000
74600,1345,1.5936371088027954,0.7746546268463135,0.47200095653533936,5968000
74700,1345,0.010708444751799107,0.9526828527450562,0.8206847161054611,5976000
74800,1345,0.10817743837833405,0.9691815376281738,0.8851263299584389,5984000
74900,1345,0.041032083332538605,0.9916327595710754,0.851319432258606,5992000
75000,1345,0.03046010062098503,0.938195526599884,0.9037984535098076,6000000
75100,1345,0.11691661179065704,0.841513991355896,0.9592467993497849,6008000
75200,1345,0.02003074623644352,0.9651001691818237,0.9861349882557988,6016000
75300,1345,0.022759394720196724,0.9181462526321411,0.8974451944231987,6024000
75400,1345,0.02091612108051777,1.0221223831176758,0.749865859746933,6032000
75500,1345,0.020155729725956917,1.0645158290863037,0.9528446719050407,6040000
75600,1345,0.09491901099681854,0.948917031288147,0.7472663521766663,6048000
75700,1345,0.01579602248966694,0.920144259929657,0.7167466580867767,6056000
75800,1345,0.025754977017641068,0.9447377920150757,0.7352009415626526,6064000
