nupdates,total_timesteps,policy_loss,policy_entropy,explained_variance,fps,value_loss
1,640,-0.024574529379606247,1.736572027206421,-4.773231506347656,453,0.0011505642905831337
2,1280,-0.0016399640589952469,1.7528314590454102,-0.9418728351593018,619,0.00033442117273807526
3,1920,-0.9122895002365112,1.7677974700927734,-0.007047176361083984,724,0.23457011580467224
4,2560,0.2452777475118637,1.747126817703247,-0.01305842399597168,792,0.026371827349066734
5,3200,-0.6826222538948059,1.7765486240386963,-0.0005434751510620117,843,0.17140749096870422
6,3840,0.15636514127254486,1.7465471029281616,0.005965709686279297,880,0.03078034147620201
7,4480,-0.21540556848049164,1.7657829523086548,-0.0003771781921386719,897,0.12219704687595367
8,5120,-0.20192965865135193,1.762261986732483,0.000578761100769043,913,0.0892423763871193
9,5760,0.5692682862281799,1.696455955505371,-0.0013840198516845703,928,0.10475899279117584
10,6400,0.40197116136550903,1.6901098489761353,-0.0015292167663574219,932,0.10998757183551788
11,7040,0.01059342734515667,1.776329755783081,-0.00255739688873291,939,0.053870975971221924
12,7680,-0.4190502166748047,1.7884823083877563,-0.005593299865722656,955,0.11209386587142944
13,8320,-0.5946611166000366,1.789006233215332,0.002244234085083008,967,0.15209296345710754
14,8960,-0.281810998916626,1.7888158559799194,0.008701324462890625,981,0.07754410058259964
15,9600,-0.5584375858306885,1.7880338430404663,0.004020571708679199,996,0.1430637538433075
16,10240,-0.0767299085855484,1.7855775356292725,0.0015993714332580566,1007,0.04083726555109024
17,10880,-0.2536732852458954,1.7812572717666626,0.0015553832054138184,1010,0.08530900627374649
18,11520,-0.06773792207241058,1.7743942737579346,0.0003591179847717285,1021,0.0869552418589592
19,12160,-0.0010521281510591507,1.7661463022232056,0.004579067230224609,1018,0.06334669888019562
20,12800,-0.2122979313135147,1.7524687051773071,0.003258049488067627,1026,0.1178542748093605
21,13440,0.2182331681251526,1.7131712436676025,0.003863215446472168,1033,0.07720261067152023
22,14080,0.05915450304746628,1.6547342538833618,0.003322124481201172,1040,0.07922635972499847
23,14720,0.22392484545707703,1.5722748041152954,0.0034235119819641113,1047,0.08281369507312775
24,15360,0.0328679159283638,1.521053671836853,0.0015836358070373535,1057,0.09561645239591599
25,16000,-0.09075282514095306,1.5548858642578125,0.0019716620445251465,1056,0.07794700562953949
26,16640,-0.11015446484088898,1.5704829692840576,0.00598520040512085,1062,0.07246993482112885
27,17280,-0.2729239761829376,1.5749790668487549,-0.00026869773864746094,1068,0.1015949472784996
28,17920,0.011052538640797138,1.5271236896514893,0.004782140254974365,1069,0.0680244043469429
29,18560,-0.02939596399664879,1.4514211416244507,0.0029609203338623047,1072,0.09336084127426147
30,19200,0.13421942293643951,1.3241360187530518,0.0009446144104003906,1076,0.09858078509569168
31,19840,0.029977817088365555,1.265113353729248,0.0062912702560424805,1080,0.07985380291938782
32,20480,-0.05276014655828476,1.2942116260528564,0.004158675670623779,1084,0.08810193836688995
33,21120,0.05580011382699013,1.2841705083847046,0.00693434476852417,1082,0.07344016432762146
34,21760,-0.10689100623130798,1.329893708229065,6.604194641113281e-05,1084,0.08972513675689697
35,22400,0.03364894166588783,1.3503601551055908,0.005806088447570801,1087,0.08885248005390167
36,23040,-0.0382453128695488,1.3810328245162964,0.001073002815246582,1090,0.07594707608222961
37,23680,-0.010245688259601593,1.430618166923523,0.0017130374908447266,1094,0.0769585371017456
38,24320,0.1147897019982338,1.524399757385254,-0.005500435829162598,1092,0.12700709700584412
39,24960,-0.21992157399654388,1.6172631978988647,0.005032062530517578,1095,0.09615319222211838
40,25600,0.05461641028523445,1.6559724807739258,-0.000712275505065918,1097,0.07661372423171997
41,26240,0.05054390802979469,1.7212282419204712,-0.010035991668701172,1097,0.1074819415807724
