explained_variance,total_timesteps,policy_entropy,fps,nupdates,value_loss,policy_loss
0.9244655594229698,6748160,0.6556507349014282,1091,10544,0.13622885942459106,0.05863772705197334
0.9431068859994411,6748800,0.6567791104316711,1091,10545,0.10091608762741089,-0.05723792687058449
0.961954940110445,6749440,0.6368009448051453,1091,10546,0.08031526952981949,0.0009242375381290913
0.8907696530222893,6750080,0.6476811766624451,1091,10547,0.1950136423110962,-0.04741601273417473
0.9506936892867088,6750720,0.6610506772994995,1091,10548,0.11434897035360336,-0.007242552936077118
0.9663817770779133,6751360,0.6625059843063354,1091,10549,0.06030918285250664,-0.07031476497650146
0.9548368342220783,6752000,0.6966376304626465,1091,10550,0.08286982029676437,0.006581682246178389
0.8244038224220276,6752640,0.6412233114242554,1091,10551,0.30589160323143005,-0.10923521220684052
0.8211557865142822,6753280,0.6847889423370361,1091,10552,0.2724534869194031,-0.06872835755348206
0.9741943310946226,6753920,0.6785091161727905,1091,10553,0.040680017322301865,-0.0011042095720767975
0.9456579722464085,6754560,0.6996996998786926,1091,10554,0.08760422468185425,-0.030088776722550392
0.9404296539723873,6755200,0.6834753751754761,1091,10555,0.09785284101963043,-0.03198777139186859
0.965526632964611,6755840,0.714063286781311,1091,10556,0.060833804309368134,-0.076899453997612
0.9178901240229607,6756480,0.70728600025177,1091,10557,0.1370798796415329,-0.045664772391319275
0.9812688250094652,6757120,0.6787530183792114,1091,10558,0.03291614353656769,0.01880927011370659
0.97785559669137,6757760,0.6990364789962769,1091,10559,0.038889653980731964,0.011574399657547474
0.9733525309711695,6758400,0.678149402141571,1091,10560,0.04216371476650238,-0.015311848372220993
0.980554036796093,6759040,0.7042007446289062,1091,10561,0.03338027372956276,0.008273838087916374
0.8950639963150024,6759680,0.6912113428115845,1091,10562,0.20723803341388702,-0.10180002450942993
0.9340775832533836,6760320,0.6617973446846008,1091,10563,0.17381195724010468,0.025806298479437828
0.9268185719847679,6760960,0.6684643030166626,1091,10564,0.12310700118541718,0.10114621371030807
0.9718072637915611,6761600,0.6955984830856323,1091,10565,0.04710022732615471,-0.012241154909133911
0.927069179713726,6762240,0.7152602672576904,1091,10566,0.1306055635213852,-0.02236093208193779
0.9500245936214924,6762880,0.6530811786651611,1091,10567,0.10751098394393921,0.006558058317750692
0.6463992893695831,6763520,0.6969677805900574,1091,10568,0.7282573580741882,-0.22149457037448883
0.9225015267729759,6764160,0.6842391490936279,1091,10569,0.14468492567539215,0.005085671320557594
